DATE,DEXUSEU
6/10/2020,1.1355
6/11/2020,1.1378
6/12/2020,1.1253
6/15/2020,1.127
6/16/2020,1.1259
6/17/2020,1.1219
6/18/2020,1.1216
6/19/2020,1.1189
6/22/2020,1.126
6/23/2020,1.1322
6/24/2020,1.1272
6/25/2020,1.1221
6/26/2020,1.1215
6/29/2020,1.1237
6/30/2020,1.1237
7/1/2020,1.1259
7/2/2020,1.1237
7/3/2020,.
7/6/2020,1.1307
7/7/2020,1.1299
7/8/2020,1.1329
7/9/2020,1.1298
7/10/2020,1.1318
7/13/2020,1.1364
7/14/2020,1.1406
7/15/2020,1.1406
7/16/2020,1.1433
7/17/2020,1.1438
7/20/2020,1.1442
7/21/2020,1.1495
7/22/2020,1.1587
7/23/2020,1.1623
7/24/2020,1.1635
7/27/2020,1.175
7/28/2020,1.1733
7/29/2020,1.177
7/30/2020,1.1791
7/31/2020,1.1822
8/3/2020,1.175
8/4/2020,1.1766
8/5/2020,1.1898
8/6/2020,1.1856
8/7/2020,1.1776
8/10/2020,1.1756
8/11/2020,1.1764
8/12/2020,1.1796
8/13/2020,1.1818
8/14/2020,1.1833
8/17/2020,1.1869
8/18/2020,1.1928
8/19/2020,1.1898
8/20/2020,1.1862
8/21/2020,1.1775
8/24/2020,1.1803
8/25/2020,1.1818
8/26/2020,1.1813
8/27/2020,1.1824
8/28/2020,1.1901
8/31/2020,1.195
9/1/2020,1.1949
9/2/2020,1.184
9/3/2020,1.1832
9/4/2020,1.182
9/7/2020,.
9/8/2020,1.1789
9/9/2020,1.181
9/10/2020,1.188
9/11/2020,1.1831
9/14/2020,1.1874
9/15/2020,1.1846
9/16/2020,1.1835
9/17/2020,1.1823
9/18/2020,1.1857
9/21/2020,1.1737
9/22/2020,1.1703
9/23/2020,1.1677
9/24/2020,1.1666
9/25/2020,1.1618
9/28/2020,1.166
9/29/2020,1.1717
9/30/2020,1.1723
10/1/2020,1.1752
10/2/2020,1.1706
10/5/2020,1.1784
10/6/2020,1.1778
10/7/2020,1.1766
10/8/2020,1.1753
10/9/2020,1.1819
10/12/2020,.
10/13/2020,1.1737
10/14/2020,1.1755
10/15/2020,1.1701
10/16/2020,1.1717
10/19/2020,1.1788
10/20/2020,1.1824
10/21/2020,1.187
10/22/2020,1.1824
10/23/2020,1.1844
10/26/2020,1.1816
10/27/2020,1.1834
10/28/2020,1.1751
10/29/2020,1.1658
10/30/2020,1.1647
11/2/2020,1.1634
11/3/2020,1.1724
11/4/2020,1.173
11/5/2020,1.1809
11/6/2020,1.1886
11/9/2020,1.1811
11/10/2020,1.181
11/11/2020,.
11/12/2020,1.1814
11/13/2020,1.1824
11/16/2020,1.1844
11/17/2020,1.1862
11/18/2020,1.1869
11/19/2020,1.1843
11/20/2020,1.1857
11/23/2020,1.1826
11/24/2020,1.1874
11/25/2020,1.1908
11/26/2020,.
11/27/2020,.
11/30/2020,1.1948
12/1/2020,1.2039
12/2/2020,1.2093
12/3/2020,1.2152
12/4/2020,1.2142
12/7/2020,1.2138
12/8/2020,1.2111
12/9/2020,1.208
12/10/2020,1.2118
12/11/2020,1.2112
12/14/2020,1.2145
12/15/2020,1.2158
12/16/2020,1.2175
12/17/2020,1.2258
12/18/2020,1.2236
12/21/2020,1.223
12/22/2020,1.2172
12/23/2020,1.2194
12/24/2020,.
12/25/2020,.
12/28/2020,1.2213
12/29/2020,1.2252
12/30/2020,1.228
12/31/2020,1.223
