DATE,DEXUSEU
5/17/2021,1.2155
5/18/2021,1.2203
5/19/2021,1.2216
5/20/2021,1.2225
5/21/2021,1.2178
5/24/2021,1.221
5/25/2021,1.2233
5/26/2021,1.2204
5/27/2021,1.2194
5/28/2021,1.2194
5/31/2021,.
6/1/2021,1.2241
6/2/2021,1.2213
6/3/2021,1.2122
6/4/2021,1.2173
6/7/2021,1.22
6/8/2021,1.218
6/9/2021,1.2184
6/10/2021,1.2173
6/11/2021,1.2101
6/14/2021,1.2126
6/15/2021,1.212
6/16/2021,1.2119
6/17/2021,1.1911
6/18/2021,1.1872
6/21/2021,1.1909
6/22/2021,1.191
6/23/2021,1.195
6/24/2021,1.1927
6/25/2021,1.194
6/28/2021,1.1938
6/29/2021,1.1905
6/30/2021,1.1848
7/1/2021,1.1857
7/2/2021,1.1848
7/5/2021,.
7/6/2021,1.1816
7/7/2021,1.1803
7/8/2021,1.184
7/9/2021,1.1861
7/12/2021,1.1858
7/13/2021,1.1813
7/14/2021,1.1826
7/15/2021,1.1806
7/16/2021,1.181
7/19/2021,1.1804
7/20/2021,1.1776
7/21/2021,1.1799
7/22/2021,1.1771
7/23/2021,1.1761
7/26/2021,1.181
7/27/2021,1.1831
7/28/2021,1.1809
7/29/2021,1.1886
7/30/2021,1.1864
8/2/2021,1.1873
8/3/2021,1.1859
8/4/2021,1.1841
8/5/2021,1.1838
8/6/2021,1.1761
8/9/2021,1.1749
8/10/2021,1.1722
8/11/2021,1.1737
8/12/2021,1.1736
8/13/2021,1.1796
8/16/2021,1.1776
8/17/2021,1.1714
8/18/2021,1.1702
8/19/2021,1.1693
8/20/2021,1.169
8/23/2021,1.1732
8/24/2021,1.1746
8/25/2021,1.1758
8/26/2021,1.1761
8/27/2021,1.1794
8/30/2021,1.1795
8/31/2021,1.18
9/1/2021,1.185
9/2/2021,1.1858
9/3/2021,1.1884
9/6/2021,.
9/7/2021,1.1849
9/8/2021,1.1818
9/9/2021,1.1827
9/10/2021,1.1821
9/13/2021,1.1809
9/14/2021,1.1824
9/15/2021,1.1811
9/16/2021,1.1764
9/17/2021,1.1734
9/20/2021,1.1729
9/21/2021,1.1724
9/22/2021,1.1739
9/23/2021,1.1735
9/24/2021,1.1715
9/27/2021,1.1702
9/28/2021,1.1681
9/29/2021,1.1612
9/30/2021,1.1577
10/1/2021,1.1598
10/4/2021,1.1622
10/5/2021,1.1609
10/6/2021,1.1546
10/7/2021,1.1561
10/8/2021,1.1572
10/11/2021,.
10/12/2021,1.1541
10/13/2021,1.1568
10/14/2021,1.1591
10/15/2021,1.1594
10/18/2021,1.1609
10/19/2021,1.1632
10/20/2021,1.1643
10/21/2021,1.1643
10/22/2021,1.1632
10/25/2021,1.1609
10/26/2021,1.159
10/27/2021,1.16
10/28/2021,1.1685
10/29/2021,1.1552
11/1/2021,1.1591
11/2/2021,1.1581
11/3/2021,1.1584
11/4/2021,1.1546
11/5/2021,1.1554
11/8/2021,1.159
11/9/2021,1.1589
11/10/2021,1.1517
11/11/2021,.
11/12/2021,1.1443
11/15/2021,1.1421
11/16/2021,1.1333
11/17/2021,1.1322
11/18/2021,1.1358
11/19/2021,1.1318
11/22/2021,1.126
11/23/2021,1.1265
11/24/2021,1.1196
11/25/2021,.
11/26/2021,1.1302
11/29/2021,1.1261
11/30/2021,1.1287
12/1/2021,1.1323
12/2/2021,1.1306
12/3/2021,1.1308
12/6/2021,1.1282
12/7/2021,1.1247
12/8/2021,1.133
12/9/2021,1.1285
12/10/2021,1.1312
12/13/2021,1.1298
12/14/2021,1.1267
12/15/2021,1.1261
12/16/2021,1.1309
12/17/2021,1.1277
12/20/2021,1.1298
12/21/2021,1.1272
12/22/2021,1.1324
12/23/2021,1.132
12/24/2021,.
12/27/2021,1.1329
12/28/2021,1.1314
12/29/2021,1.1337
12/30/2021,1.1318
12/31/2021,.
